Track x,Track y,Harmonic distance,BPM increase,
Justice - Genesis.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.080571686,0.017444893,
Denzel Curry - SPEEDBOAT.mp3,Drake - Get It Together.mp3,0.080608644,0.024912307,
Flume - Never Be Like You (Disclosure Remix).mp3,Disclosure - Stimulation.mp3,0.080658231,0.075126684,
Disclosure - Holding On.mp3,Four Tet - Only Human.mp3,0.080703491,0.024152447,
Galantis - Runaway (U&I).mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.080791343,0.016022792,
Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,Billie Eilish - Everything I Wanted (Rauschhaus Edit).wav,0.080840212,0,
Tchami - Missing You.mp3,Kaskade - Tight.mp3,0.08087335,0.024037415,
Drake - Get It Together.mp3,Kaskade - Tight.mp3,0.080877636,0.008161872,
Kid Cudi - Pursuit of Happiness.mp3,Daft Punk - Aerodynamic.mp3,0.080880192,0.066145025,
Vince Staples - So What.mp3,Schoolboy Q - 5200.mp3,0.080885602,0.141034456,
Drake - Get It Together.mp3,Shiba San - Show Me Show Me.mp3,0.080902713,0.000130087,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Denzel Curry - SPEEDBOAT.mp3,0.080909078,0.028778297,
Beyonce - Formation.mp3,Justice - Genesis.mp3,0.080927694,0.041954637,
Chris Lake - I Want You.mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.080930986,0.04187225,
What So Not - Goh (AC Slater Remix).mp3,Oliver Huntemann - Rotlicht.mp3,0.08094964,0.041920781,
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Jamie xx - Hold Tight.mp3,0.080958451,0.020009651,
Disclosure - Stimulation.mp3,Chris Lake - I Want You.mp3,0.080959263,0.031917957,
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,Wild Cherry - Play That Funky Music (Gordo Edit).mp3,0.08096054,0.025424806,
FISHER - You Little Beauty.mp3,Justin Martin - Don't Go (Dusky Remix).mp3,0.08097904,0.007434672,
Jamie xx - Hold Tight.mp3,Justice - D.A.N.C.E.mp3,0.08098322,0.110551697,
Flume - Insane (Bishu Remix).mp3,Kendrick Lamar - HUMBLE (Skrillex Remix).mp3,0.080994306,0.045099973,
Hannah Wants  - Rhymes.mp3,Daft Punk - One More Time (Capital People Remix).mp3,0.081049608,0.023910603,
Kaskade - Tight.mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.081050836,0.008104505,
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Claptone - Cream.mp3,0.081064311,0.025330814,
Kanye West - Father Stretch My Hands Pt. 1.mp3,Hannah Wants  - Rhymes.mp3,0.081072969,0.114079301,
Dr Dre - The Next Episode.mp3,Kanye West - Runaway.mp3,0.081089689,0.095521118,
Chris Lake - Y.O.D.O.mp3,Four Tet - Planet.mp3,0.081115214,0.023866541,
Jamie xx - SeeSaw (Club Version).mp3,Justice - D.A.N.C.E.mp3,0.081132431,0.10615405,
Tchami - Prophecy.mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.081146457,0.016176494,
Justin Bieber - Yummy (Dance remix).wav,What So Not - Goh (AC Slater Remix).mp3,0.08117956,0.05,
Zhu - Faded.mp3,Chris Lake - I Want You.mp3,0.081191919,0.000232039,
Tchami - Born Again.mp3,FISHER - You Little Beauty.mp3,0.081201545,0.016235573,
Yaeji - raingurl.mp3,Rufus Du Sol - Underwater (Adam Port Remix).mp3,0.081229985,0.084717326,
Ariana Grande - 7 rings.mp3,Four Tet - Only Human.mp3,0.08124918,0.102748841,
Tchami - Missing You.mp3,M83 - Midnight City (Eric Prydz Remix).mp3,0.081261824,7.87E-05,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.081265538,0.01254505,
Four Tet - Baby.mp3,M83 - Midnight City (Eric Prydz Remix).mp3,0.08128665,0.000472419,
Love Regenerator - CP-1.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.081287164,0.015736597,
Bad Bunny - Estamos Bien.mp3,Justice - D.A.N.C.E.mp3,0.081297993,0.060770694,
Hugo Massien - No Return.mp3,Disclosure - Latch.mp3,0.081310975,0.008696695,
Corona - Rhythm Of The Night (Blonde Remix).mp3,Tchami - Missing You.mp3,0.081312469,0.032094476,
Rufus Du Sol - Innerbloom.mp3,Corona - Rhythm Of The Night (Blonde Remix).mp3,0.08136639,0.008456952,
Hot Since 82 - Veins.mp3,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,0.081395201,0.007737905,
Justice - Genesis.mp3,Porter Robinson - Easy.m4a,0.081426897,0.093400538,
Sacha Robotti - Low Key Goddess.mp3,Tchami - Born Again.mp3,0.081441534,0.015997936,
Backstreet Boys - I Want It That Way.mp3,Drake - Nice For What.mp3,0.081469461,0.060357196,
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,Dillon Francis - EDM O'CLOCK.mp3,0.081481834,0.007770413,
Ginuwine - Pony.mp3,Seven Lions - Strangers.mp3,0.081493511,0.092769703,
Schoolboy Q - Numb Numb Juice.mp3,ODESZA - Loyal.mp3,0.081498375,0.121440973,
Flume - Never Be Like You (Disclosure Remix).mp3,M83 - Midnight City (Eric Prydz Remix).mp3,0.081505785,0.05852447,
Travis Scott - goosebumps.m4a,Denzel Curry - SPEEDBOAT.mp3,0.081512918,0.083552045,
Flume - You & Me.mp3,Schoolboy Q - Numb Numb Juice.mp3,0.08151504,0.045480583,
Chrome Sparks - Wake.mp3,Hot Since 82 - Veins.mp3,0.081532331,0.033350834,
M83 - Midnight City (Eric Prydz Remix).mp3,ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,0.08158487,0.058418614,
Denzel Curry - SPEEDBOAT.mp3,J Balvin - Mi Gente.mp3,0.081606902,0.143503654,
Ginuwine - Pony.mp3,Flume - You & Me.mp3,0.081649526,0.057074861,
Four Tet - Only Human.mp3,Zhu - Exhale.mp3,0.081653796,0.102252774,
Tchami - Missing You.mp3,Rufus Du Sol - Brighter.mp3,0.081715562,0.076839588,
RL Grime - Tell Me.mp3,Vince Staples - So What.mp3,0.081745856,0.042770134,
Disclosure - Latch.mp3,RL Grime - Scylla.mp3,0.081761765,0.147508731,
Hot Since 82 - Veins.mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.081782376,0.007737905,
RL Grime - Tell Me.mp3,Seven Lions - Strangers.mp3,0.081829764,0.077588926,
Kanye West - Flashing Lights.mp3,Kanye West - On Sight.mp3,0.081844057,0.133131452,
Oliver Huntemann - Rotlicht.mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.081888611,0.096500071,
Jamie xx - Hold Tight.mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.08190579,0.020249069,
Oliver Huntemann - Rotlicht.mp3,Kid Cudi - Pursuit of Happiness.mp3,0.081926919,0.075678583,
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.081949644,0.088063057,
Tchami - Missing You.mp3,The xx - Tides (Dixon Remix).mp3,0.081962579,0.040967885,
RL Grime - Pressure (Valentino Khan Remix).mp3,Sacha Robotti - Low Key Goddess.mp3,0.082020286,0.016094697,
The xx - Tides (Dixon Remix).mp3,Kaskade - Tight.mp3,0.082040072,0.016533058,
Travis Scott - goosebumps.m4a,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.082051525,0.048756885,
Childish Gambino - This Is America (remix).mp3,Disclosure - Latch.mp3,0.08215589,0.016600266,
Claptone - Cream.mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.082159428,0.025330814,
Oliver Huntemann - Rotlicht.mp3,Beyoncé - Drunk in Love.mp3,0.08216477,0.129265087,
Malaa - Notorious.mp3,Hannah Wants  - Rhymes.mp3,0.08218968,0.024067692,
A$AP Ferg - Work (DJZA Tech House Remix).wav,Kid Cudi - Pursuit of Happiness.mp3,0.082210541,0.06740178,
Daft Punk - Aerodynamic.mp3,Bicep - Just.mp3,0.082230853,0.024166264,
Rufus Du Sol - Innerbloom.mp3,Backstreet Boys - Everybody (Backstreet's Back).mp3,0.082268067,0.129548884,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Hugo Massien - No Return.mp3,0.082281081,0.003479365,
Chris Lake - Y.O.D.O.mp3,Love Regenerator - CP-1.mp3,0.08229891,0.032026318,
Four Tet - Only Human.mp3,ALICE DEEJAY - Better Off Alone.mp3,0.082300543,0.078386444,
Travis Scott - goosebumps.m4a,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,0.082307645,0.056906159,
Shiba San - Okay.mp3,Beyonce - Formation.mp3,0.082307935,0.008617156,
Drake - Passionfruit.mp3,Jamie xx - Hold Tight.mp3,0.082320425,0.120816217,
Schoolboy Q - 5200.mp3,What So Not - Goh (AC Slater Remix).mp3,0.082323357,0.00944776,
Hugo Massien - No Return.mp3,Justice - Genesis.mp3,0.082338365,0.051188544,
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,ALICE DEEJAY - Better Off Alone.mp3,0.082341279,0.113022984,
Four Tet - Planet.mp3,Oliver Huntemann - Rotlicht.mp3,0.082343665,0.024048193,
Sirius (Innellea Remix).mp3,Beyoncé - Drunk in Love.mp3,0.082347611,0.138021587,
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,0.08242832,0,
Disclosure - Latch.mp3,Corona - Rhythm Of The Night (Blonde Remix).mp3,0.082445992,0.008696695,
Ginuwine - Pony.mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.082481228,0.136228359,
Tchami - Missing You.mp3,Zhu - Exhale.mp3,0.082545154,0.102278812,
Ginuwine - Pony.mp3,Skrillex - Midnight Hour.mp3,0.082546862,0.127371446,
Cardi B - I Like It (Dillon Francis Remix).mp3,Ginuwine - Pony.mp3,0.082551322,0.057307216,
Tchami - Prophecy.mp3,Schoolboy Q - 5200.mp3,0.082554784,0.023854473,
Daft Punk - One More Time (Capital People Remix).mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.082571746,0.000234722,
Love Regenerator - CP-1.mp3,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.082572699,0.03219277,
ODESZA - Loyal.mp3,Schoolboy Q - 5200.mp3,0.082584208,0.093530745,
Diplo - Love To The World.mp3,Rufus Du Sol - Underwater (Adam Port Remix).mp3,0.082598225,0.042358663,
Jack U - Mind (Malaa remix).mp3,Corona - Rhythm Of The Night (Blonde Remix).mp3,0.08262237,0,
Oliver Huntemann - Rotlicht.mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.08263101,0.008024129,
ODESZA - Bloom (Lane 8 Remix).mp3,Tchami - Born Again.mp3,0.082635783,0.008032257,
Four Tet - Only Human.mp3,Rufus Du Sol - Brighter.mp3,0.082638832,0.076865026,
Corona - Rhythm Of The Night (Blonde Remix).mp3,Dusky - Perth Remix.mp3,0.082671788,0.015840508,
BANKS - Fall Over (Djemba Djemba Remix).mp3,Tchami - Born Again.mp3,0.082674091,0.139322917,
Love Regenerator - CP-1.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.082679875,0.112535637,
Ariana Grande - 7 rings.mp3,Tchami - Missing You.mp3,0.082714981,0.102774891,
Sirius (Innellea Remix).mp3,Skrillex - Midnight Hour.mp3,0.082752213,0.023821206,
Chrome Sparks - Wake.mp3,Denzel Curry - SPEEDBOAT.mp3,0.082776481,0.000200005,
Bonobo - Bambro Koyo Ganda.mp3,FISHER - You Little Beauty.mp3,0.082776804,0.07331325,
Kanye West - Father Stretch My Hands Pt. 1.mp3,Shiba San - Okay.mp3,0.082804584,0.087798882,
Chris Lake - I Want You.mp3,Jamie xx - SeeSaw (Club Version).mp3,0.082813697,3.20E-05,
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,Rihanna - Kiss It Better (Four Tet Remix).mp3,0.082853724,0.025347902,
Against All Logic - You Are Going to Love Me and Scream.mp3,Kaskade - Tight.mp3,0.082855286,0.00776519,
Dog Blood - BREAK LAW.mp3,Gesaffelstein - Hellifornia.mp3,0.082903468,0.149019024,
The Weeknd - Snowchild.mp3,BANKS - Fall Over (Djemba Djemba Remix).mp3,0.082917311,0.031230694,
Travis Scott - goosebumps.m4a,Seven Lions - Strangers.mp3,0.082946523,0.000630929,
Dillon Francis - EDM O'CLOCK.mp3,Disclosure - Omen (Jonas Rathsman Remix).mp3,0.082970769,0.007786667,
Dillon Francis - Get Low.mp3,Drake - Nice For What.mp3,0.0830005,0.081793263,
Disclosure - Stimulation.mp3,Rufus Du Sol - Brighter.mp3,0.083004049,0.093815185,
Corona - Rhythm Of The Night (Blonde Remix).mp3,Four Tet - Baby.mp3,0.083016266,0.032663365,
Kaskade - Tight.mp3,Justin Martin - Don't Go (Dusky Remix).mp3,0.083045138,0.007662181,
What So Not - Goh (AC Slater Remix).mp3,Bonobo - Bambro Koyo Ganda.mp3,0.083057718,0.118433654,
Love Regenerator - CP-1.mp3,Against All Logic - You Are Going to Love Me and Scream.mp3,0.083091078,0.024140249,
Dillon Francis - Get Low.mp3,Beyoncé - Single Ladies (Put a Ring on It).mp3,0.083162932,0.044608839,
Backstreet Boys - Everybody (Backstreet's Back).mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.083172071,0.110746984,
Schoolboy Q - 5200.mp3,Denzel Curry - SPEEDBOAT.mp3,0.083244681,0.066396714,
FISHER - You Little Beauty.mp3,Justice - D.A.N.C.E.mp3,0.083253421,0.097084458,
Sirius (Innellea Remix).mp3,Rufus Du Sol - Brighter.mp3,0.08328279,0.043353698,
Seven Lions - Strangers.mp3,Flume - HyperParadise.mp3,0.083294539,0.119107158,
Chris Lake - I Want You.mp3,Ekali - Unfaith.mp3,0.083301817,0.056332395,
Dillon Francis - Need You.mp3,Bad Bunny - Estamos Bien.mp3,0.083352827,0.070756781,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Jamie xx - Hold Tight.mp3,0.083371984,0.01647297,
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,0.08337222,0.03339278,
Four Tet - Only Human.mp3,Hugo Massien - No Return.mp3,0.083384588,0.032118857,
Hot Since 82 - Veins.mp3,Zhu - Exhale.mp3,0.083393032,0.128920395,
Skrillex - Midnight Hour.mp3,Sacha Robotti - Low Key Goddess.mp3,0.083397771,0.015820539,
Backstreet Boys - Everybody (Backstreet's Back).mp3,Justice - D.A.N.C.E.mp3,0.083456784,0.046231751,
Shiba San - Okay.mp3,FISHER - You Little Beauty.mp3,0.08349265,0.007885089,
Skrillex - Face My Fears.m4a,RL Grime - Scylla.mp3,0.083497098,0.142770396,
Coeus - Rebirth.wav,M83 - Midnight City (Eric Prydz Remix).mp3,0.083555612,0.032175746,
The Weeknd - Snowchild.mp3,Dillon Francis - Masta Blasta (THE REBIRTH).mp3,0.083669368,0.021015097,
Dog Blood - TURN OFF THE LIGHTS.mp3,Zhu - Faded.mp3,0.083677207,0.024388097,
Drake - 0 To 100.mp3,Bad Bunny - Caro.mp3,0.083723993,0.103814208,
Skrillex - Midnight Hour.mp3,Coeus - Rebirth.wav,0.083740679,0.023821206,
Dillon Francis - EDM O'CLOCK.mp3,Four Tet - Baby.mp3,0.083758903,0.032663365,
Flume - The Difference.mp3,Flume - HyperParadise.mp3,0.083785306,0.099782051,
Daft Punk - One More Time (Capital People Remix).mp3,The xx - Tides (Dixon Remix).mp3,0.083791195,0.008597477,
Sacha Robotti - Low Key Goddess.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.083793374,0.077950073,
Zhu - My Life (Kyle Watson Remix).mp3,The xx - Tides (Dixon Remix).mp3,0.083796803,0.008360793,
Dr Dre - The Next Episode.mp3,Juelz - Defqon Bounce.mp3,0.083801961,0.007377092,
Chris Lake - Y.O.D.O.mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.083819199,0.033662822,
Flume - Holdin' On.mp3,Drake - 0 To 100.mp3,0.083842347,0.019748836,
Travis Scott - goosebumps.m4a,Beyoncé - Drunk in Love.mp3,0.083872111,0.076747995,
A$AP Ferg - Work (DJZA Tech House Remix).wav,Dillon Francis - Need You.mp3,0.083877001,0.099015505,
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,Disclosure - Stimulation.mp3,0.083882893,0.048364698,
Kanye West - Runaway.mp3,Bad Bunny - Caro.mp3,0.083959958,0.087277432,
Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.084017606,0.016068063,
J Balvin - Mi Gente.mp3,Gesaffelstein - Hellifornia.mp3,0.084025017,0.116727667,
Justin Timberlake - Cry Me a River.mp3,Travis Scott - goosebumps.m4a,0.084073058,0.136248645,
Love Regenerator - CP-1.mp3,The xx - Tides (Dixon Remix).mp3,0.084085542,0.049156544,
Seven Lions - Strangers.mp3,Rihanna - Kiss It Better (Four Tet Remix).mp3,0.084092151,0.083013208,
Bonobo - Bambro Koyo Ganda.mp3,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,0.08414188,0.065174908,
Bad Bunny - Estamos Bien.mp3,Rufus Du Sol - Underwater (Adam Port Remix).mp3,0.084243483,0.015819889,
Flume - Insane (Bishu Remix).mp3,Cardi B - I Like It (Dillon Francis Remix).mp3,0.084345838,0.046033415,
Kid Cudi - Pursuit of Happiness.mp3,Shiba San - Okay.mp3,0.084379112,0.067142622,
Oliver Huntemann - Rotlicht.mp3,Beyonce - Formation.mp3,0.084451315,0.016684978,
Oliver Huntemann - Rotlicht.mp3,RL Grime - Tell Me.mp3,0.084453527,0.12943444,
J Balvin - Mi Gente.mp3,Drake - Passionfruit.mp3,0.084456485,0.066892787,
What So Not - Goh (AC Slater Remix).mp3,Caribou - Can't Do Without You (Tale Of Us Remix).mp3,0.084486388,0,
RL Grime - Tell Me.mp3,Drake - Get It Together.mp3,0.084497768,0.138524197,
Flume - Wall Fuck.mp3,Juelz - Defqon Bounce.mp3,0.084524748,0.035271718,
FISHER - You Little Beauty.mp3,Sacha Robotti - Low Key Goddess.mp3,0.084530051,0.000233895,
Justice - Genesis.mp3,AC Slater - Fly Kicks (Wax Motif Remix).mp3,0.084579594,0.068079108,
Tchami - Born Again.mp3,Justin Bieber - Yummy (Dance remix).wav,0.084615876,0.024,
Justice - Genesis.mp3,Chrome Sparks - Wake.mp3,0.084615953,0.025133484,
Virtual Self - Ghost Voices (Lane 8 Remix).mp3,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.084661593,0.008154472,
ODESZA - Bloom (Lane 8 Remix).mp3,Bad Bunny - Estamos Bien.mp3,0.084667988,0.042649917,
Mathame - Magia.wav,Claptone - Cream.mp3,0.084682046,0.025330814,
Denzel Curry - SPEEDBOAT.mp3,Oliver Huntemann - Rotlicht.mp3,0.08468329,0.033160864,
Dillon Francis - EDM O'CLOCK.mp3,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,0.084706438,0,
RL Grime - Core.mp3,Vince Staples - So What.mp3,0.08474648,0.027081436,
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Against All Logic - You Are Going to Love Me and Scream.mp3,0.084777231,0.015694222,
Four Tet - Planet.mp3,Coeus - Rebirth.wav,0.084812905,0.031988825,
Rufus Du Sol - Brighter.mp3,What So Not - Goh (AC Slater Remix).mp3,0.084857099,0.095521383,
Yaeji - raingurl.mp3,Snoop Dogg - Drop It LIke It's Hot (DEL30 remix).wav,0.084872364,0.040367746,
Four Tet - Planet.mp3,FISHER - You Little Beauty.mp3,0.084878394,0.024163824,
AC Slater - Fly Kicks (Wax Motif Remix).mp3,Drake - Passionfruit.mp3,0.084941272,0.116485087,
Ariana Grande - 7 rings.mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.084945754,0.138167873,
M83 - Midnight City (Eric Prydz Remix).mp3,Disclosure - When A Fire Starts To Burn.mp3,0.084991862,0.024671636,
Disclosure - Latch.mp3,Justice - D.A.N.C.E.mp3,0.085000461,0.079378844,
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Corona - Rhythm Of The Night (Blonde Remix).mp3,0.085081711,0,
Tchami - Missing You.mp3,Rufus Du Sol - Innerbloom.mp3,0.085178455,0.04082285,
Against All Logic - You Are Going to Love Me and Scream.mp3,Tchami - Missing You.mp3,0.085188174,0.016146842,
BANKS - Fall Over (Djemba Djemba Remix).mp3,Ginuwine - Pony.mp3,0.085202684,0.010777668,
Dusky - Perth Remix.mp3,Drake - Get It Together.mp3,0.085341538,0.016136768,
Ekali - Unfaith.mp3,Justin Bieber - Yummy (Dance remix).wav,0.085376741,0.073168254,
Oliver Huntemann - Rotlicht.mp3,Chris Lake - I Want You.mp3,0.085388319,0.008120902,
FISHER - You Little Beauty.mp3,Childish Gambino - This Is America (remix).mp3,0.08545574,0.000193569,
Flume - You & Me.mp3,RL Grime - Tell Me.mp3,0.085493716,0.071966641,
The xx - Tides (Dixon Remix).mp3,Daft Punk - Aerodynamic.mp3,0.085518585,0.007409958,
Daft Punk - One More Time (Capital People Remix).mp3,Virtual Self - Ghost Voices (Lane 8 Remix).mp3,0.085526454,0.000381098,
Juelz - Defqon Bounce.mp3,Getter - Something New.mp3,0.085528331,0.066443005,
Kanye West - Father Stretch My Hands Pt. 1.mp3,Virtual Self - Ghost Voices (Lane 8 Remix).mp3,0.085581293,0.087648557,
Corona - Rhythm Of The Night (Blonde Remix).mp3,Disclosure - Stimulation.mp3,0.085588066,0.048364698,
Hot Since 82 - Veins.mp3,Ariana Grande - 7 rings.mp3,0.085593042,0.129428463,
Schoolboy Q - 5200.mp3,Tchami - Missing You.mp3,0.085617987,0.007827018,
Justice - D.A.N.C.E.mp3,Billie Eilish - Everything I Wanted (Rauschhaus Edit).wav,0.085623647,0.088765872,
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Tchami - Missing You.mp3,0.085623917,0.028515894,
Drake - Passionfruit.mp3,Flume - Wall Fuck.mp3,0.085643654,0.126740559,
Flume - Holdin' On.mp3,Bad Bunny - Caro.mp3,0.085663218,0.125613254,
Jack U - Mind (Malaa remix).mp3,Dillon Francis - Need You.mp3,0.085683003,0.099015505,
Bonobo - Linked.mp3,Galantis - Runaway (U&I).mp3,0.085732526,0.032505469,
Yaeji - raingurl.mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.085749243,0.13198571,
Justice - Genesis.mp3,Jack U - Mind (Malaa remix).mp3,0.085815398,0.051188544,
AC Slater - Fly Kicks (Wax Motif Remix).mp3,Disclosure - When A Fire Starts To Burn.mp3,0.085844696,0.00868106,
Chrome Sparks - Wake.mp3,Kanye West - Fade.mp3,0.085851096,0.13206853,
Flume - Insane (Bishu Remix).mp3,BANKS - Fall Over (Djemba Djemba Remix).mp3,0.085860489,0,
M83 - Midnight City (Eric Prydz Remix).mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.085898516,0.016080515,
Tchami - Born Again.mp3,Jack U - Mind (Malaa remix).mp3,0.085907252,0.024,
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,Four Tet - Baby.mp3,0.085921218,0.032663365,
Zhu - Faded.mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.085957158,0.105148203,
Travis Scott - goosebumps.m4a,Four Tet - Only Human.mp3,0.085968971,0.024015937,
Jamie xx - Hold Tight.mp3,Denzel Curry - SPEEDBOAT.mp3,0.085974367,0.045725331,
Virtual Self - Ghost Voices (Lane 8 Remix).mp3,Zhu - Faded.mp3,0.086018907,0.016089431,
The xx - Tides (Dixon Remix).mp3,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,0.086023057,0.016434696,
J Balvin - Mi Gente.mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.08605724,0.143151135,
James Blake  - Limit To Your Love (Club remix).mp3,Skrillex - Mumbai Power.mp3,0.08606427,0.139004952,
Disclosure - Stimulation.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.086158848,0.121253738,
Disclosure - When A Fire Starts To Burn.mp3,Diplo - Love To The World.mp3,0.086198904,0.007584441,
Hugo Massien - No Return.mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.086263733,0.015840508,
Kaskade - Tight.mp3,Beyonce - Formation.mp3,0.086272336,0.016799764,
Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,Zhu - Faded.mp3,0.086309563,0.007870777,
Tchami - Born Again.mp3,Caribou - Can't Do Without You (Tale Of Us Remix).mp3,0.086313342,0.025390625,
